channel_id,date,time,picture_attached,file_path,text
-1001507721461,2024-05-21,13:27:03,False,,"**WHO TOOK THIS TRADE GUYS BRING ME SOME FIRE OR SHOW ME PROFITSHOTS👉🏼**@mikeyfxtrading

✅Another 100+ PIP trade final update💵💵

Banked another 20K, and its still going hard‼️

Message me **START** to follow all my trades for free!👉🏼@mikeyfxtrading"
-1001507721461,2024-05-21,12:05:24,False,,"‼️ **Told you it was going to fly **‼️

Guys this is my live account how much more proof do you actually need that this is the real deal🤯

My premiums get 3 of these trades a day, imagine the amounts of profits you are missing out on💵✅

Message me **START** to join for free👉🏼@mikeyfxtrading"
-1001507721461,2024-05-21,12:01:16,False,,"**TAKING PARTIALS NOW**🚀

Another banger, leave some for a runner because it could by flying soon! 

Do you want to follow all my trades on a daily basis?

**FOR FREE? **

Message me **START** 👉🏼@mikeyfxtrading"
-1001507721461,2024-05-21,11:48:20,True,downloaded_images/20240521_114820.jpg,"Boom 💥 

in around 25 pips profit ✅

Do you want 2/3 trades like this a day for free?‼️

Don’t miss out on this week🚀

**Text me START to get involved! 👉**@Mikeyfxtrading"
-1001507721461,2024-05-21,10:09:37,False,,"XAUUSD
BUY : 2417.0

TP: open 

SL⛔️-2411.0 (70 pips)"
-1001507721461,2024-05-20,07:33:28,True,downloaded_images/20240520_073328.jpg,"**TRADING IS ABOUT TO START, SO ARE YOU GOING TO MAKE SOME CASH THIS WEEK?**‼️

Made 88k last week shared all the trades with my entire premium group💸💸

**Want to follow all my trades for free as well?**💰

Message me **START** 👉🏽@mikeyfxtrading"
-1001507721461,2024-05-18,18:44:51,True,downloaded_images/20240518_184451.jpg,"**Guys i am doing the best I can to get through all the chats✅**

I am getting back to you asap!

Appreciate your patience 🙏🏻"
-1001507721461,2024-05-17,12:51:11,False,,"**YOU MISSED OUT ON SO MUCH PROFITS THIS WEEK**🤯🤯🤯

No free trade today as you guys had 2 yesterday! What an amazing week, couldn’t be happier. 

‼️**Check the video guys**‼️
✅real trades
✅real profits
✅my personal live account

I can promise you, you guys are wasting valueable time and losing a lot of profit if you are still trying to figure out if this is real or not!

But if you are ready to make some money, ready to trade together with me.

Message me **START** for free access to my premium community 🏆

👉🏼@mikeyfxtrading"
-1001507721461,2024-05-16,14:28:25,True,downloaded_images/20240516_142825.jpg,"There you go enjoy 👀👀🚀

2/2 for the day

Talking some profits enjoy🤝🤝

Message me **START** for access 👉🏽@Mikeyfxtrading"
-1001507721461,2024-05-16,14:00:06,False,,"XAUUSD
BUY : 2379.0

TP: open 

SL⛔️-2372.0 (70 pips)

Here’s another one for you as we closed out the other at breakeven before news 🤝👀"
